,elephant,dolphin,panda,lion,kangaroo,penguin,giraffe,chimpanzee,koala,orangutan
412,-9.328125,-7.86328125,-5.26953125,-7.53515625,-9.0078125,-8.84375,-5.93359375,-10.03125,-9.203125,-8.921875
413,-10.1953125,-9.359375,-6.109375,-7.8984375,-9.3359375,-10.5859375,-6.8359375,-9.84375,-10.4140625,-10.265625
414,-8.1796875,-6.83203125,-6.20703125,-8.1796875,-9.625,-9.421875,-4.16796875,-9.734375,-9.984375,-9.5
415,-8.8046875,-7.49609375,-5.42578125,-8.046875,-8.7421875,-10.2109375,-5.91796875,-10.4375,-9.5859375,-8.28125
416,-9.0625,-8.3359375,-5.16796875,-7.07421875,-9.15625,-10.6328125,-4.83203125,-9.4375,-9.359375,-8.1796875
417,-11.2578125,-8.0390625,-7.30078125,-8.296875,-10.109375,-10.03125,-5.18359375,-9.421875,-11.21875,-9.2890625
418,-10.1484375,-8.4921875,-5.703125,-9.6171875,-8.0390625,-8.2734375,-6.0859375,-11.5703125,-8.3515625,-8.390625
419,-9.1015625,-7.96484375,-6.26953125,-8.1484375,-9.2734375,-9.2421875,-4.72265625,-8.4921875,-11.3515625,-8.0546875
420,-11.640625,-11.0234375,-5.24609375,-10.2890625,-8.6953125,-13.0625,-7.51953125,-14.328125,-8.0625,-13.484375
421,-9.640625,-6.6484375,-5.53125,-8.7421875,-9.015625,-9.3828125,-4.8515625,-8.5546875,-8.9453125,-7.9609375
422,-10.140625,-6.3125,-5.7421875,-8.5,-8.453125,-8.7421875,-4.671875,-9.0234375,-8.359375,-8.703125
423,-10.4921875,-8.03125,-5.45703125,-8.4609375,-8.34375,-9.9921875,-5.29296875,-8.5390625,-8.4375,-8.84375
424,-8.4140625,-6.984375,-5.7265625,-7.5390625,-8.6171875,-10.0546875,-4.296875,-8.765625,-9.1875,-9.140625
425,-10.1171875,-7.13671875,-6.17578125,-9.78125,-8.78125,-10.359375,-5.56640625,-10.3671875,-10.203125,-10.0625
426,-10.2734375,-7.515625,-6.0703125,-9.078125,-10.578125,-10.078125,-5.2578125,-9.2265625,-10.3203125,-9.1171875
427,-10.609375,-7.36328125,-6.75390625,-8.4609375,-10.0546875,-9.9375,-5.41015625,-9.3515625,-10.21875,-9.2109375
428,-8.984375,-6.640625,-5.53125,-8.3046875,-9.4140625,-9.7578125,-5.53125,-10.515625,-8.40625,-9.1015625
429,-10.09375,-8.2109375,-6.34375,-9.7265625,-11.21875,-10.1640625,-5.90625,-10.078125,-10.640625,-9.421875
430,-9.4921875,-7.99609375,-6.53515625,-7.83984375,-8.609375,-10.234375,-4.65234375,-9.4375,-10.2890625,-9.703125
431,-9.765625,-8.2890625,-6.80859375,-8.0234375,-9.875,-10.3671875,-5.71484375,-9.390625,-10.5625,-9.6171875
432,-9.46875,-5.859375,-6.4296875,-8.9453125,-10.15625,-10.875,-4.40625,-8.640625,-10.3203125,-9.4453125
433,-9.796875,-7.765625,-6.7890625,-7.234375,-8.7890625,-9.359375,-5.5859375,-8.65625,-9.765625,-10.109375
434,-8.1875,-6.80859375,-6.60546875,-6.83203125,-8.71875,-9.375,-4.23828125,-9.140625,-9.5703125,-9.515625
435,-9.9296875,-8.03125,-7.13671875,-8.671875,-9.46875,-10.6875,-5.12890625,-10.0625,-11.1484375,-9.9609375
436,-9.4453125,-6.89453125,-6.96484375,-7.03515625,-10.328125,-10.1484375,-4.79296875,-9.421875,-11.1953125,-9.3203125
437,-10.7109375,-8.0625,-7.42578125,-8.09375,-10.4140625,-10.234375,-5.34765625,-9.5859375,-11.40625,-9.8046875
438,-9.3671875,-8.0078125,-6.79296875,-7.80078125,-9.6953125,-9.8828125,-5.08984375,-10.15625,-10.546875,-9.5078125
439,-9.984375,-7.9375,-7.0078125,-8.6875,-10.5234375,-9.6640625,-5.8359375,-9.875,-11.59375,-9.5546875
440,-6.80859375,-3.400390625,-5.80859375,-8.3203125,-8.828125,-9.1796875,-3.478515625,-9.6796875,-10.28125,-10.359375
441,-8.84375,-8.0,-5.8203125,-8.78125,-8.7109375,-9.96875,-4.75,-9.34375,-9.828125,-9.625
442,-7.625,-5.765625,-4.859375,-5.4375,-8.2578125,-8.6875,-4.96875,-7.5625,-8.8125,-8.9609375
443,-9.078125,-7.33984375,-6.30078125,-7.36328125,-8.8828125,-9.140625,-5.50390625,-9.5234375,-10.34375,-9.4609375
444,-7.015625,-6.796875,-5.8125,-4.9453125,-11.0625,-8.9609375,-4.7578125,-11.1875,-9.0234375,-11.4375
445,-8.65625,-7.109375,-6.4296875,-7.7109375,-9.828125,-10.1015625,-4.7578125,-10.2265625,-11.0,-9.5546875
446,-8.578125,-7.265625,-6.28125,-6.9296875,-10.6953125,-10.0546875,-4.53125,-9.6171875,-11.2109375,-8.96875
447,-10.2421875,-7.90625,-7.0234375,-7.921875,-10.9140625,-10.3046875,-5.171875,-9.6796875,-11.3828125,-9.2890625
448,-8.0625,-6.26171875,-4.55078125,-5.66796875,-8.7109375,-9.875,-6.23828125,-9.28125,-9.640625,-8.4140625
449,-9.390625,-8.125,-6.42578125,-8.59375,-10.921875,-10.0859375,-5.87109375,-10.9140625,-11.21875,-9.5703125
450,-9.5703125,-9.7265625,-6.26953125,-9.796875,-9.3671875,-11.3984375,-4.60546875,-10.6484375,-10.890625,-10.34375
451,-10.3203125,-9.484375,-8.3359375,-10.7421875,-9.7109375,-11.1640625,-5.3671875,-9.1796875,-10.578125,-10.3828125
452,-9.4375,-7.40625,-5.796875,-8.171875,-9.5703125,-10.046875,-5.03125,-9.1875,-9.671875,-8.765625
453,-9.640625,-8.390625,-6.5703125,-8.2890625,-10.125,-9.9921875,-6.078125,-9.5234375,-10.65625,-9.484375
454,-7.15625,-6.578125,-6.8046875,-7.515625,-8.8828125,-9.3125,-4.59375,-9.59375,-10.2421875,-9.3515625
455,-9.2890625,-7.9921875,-6.5,-8.6484375,-10.078125,-10.1171875,-5.546875,-10.359375,-11.265625,-9.765625
456,-9.375,-7.16796875,-6.13671875,-7.75390625,-10.7109375,-9.28125,-5.57421875,-9.21875,-11.3515625,-9.1953125
457,-10.53125,-8.4296875,-7.046875,-8.9921875,-10.9375,-10.390625,-5.8046875,-10.09375,-11.40625,-9.4140625
458,-8.4921875,-6.28515625,-6.61328125,-6.41796875,-9.3359375,-9.5625,-4.90234375,-10.8828125,-9.4765625,-8.984375
459,-10.140625,-8.4375,-6.921875,-8.8515625,-11.4765625,-9.875,-5.84375,-10.4765625,-11.515625,-9.5
460,-8.34375,-7.79296875,-5.95703125,-7.22265625,-9.296875,-9.8515625,-4.19921875,-9.0078125,-11.3984375,-8.875
461,-9.03125,-8.0,-6.69921875,-8.40625,-10.8046875,-9.9375,-5.43359375,-9.1015625,-11.5546875,-8.703125
462,-9.4765625,-8.21875,-6.28125,-8.359375,-10.46875,-9.90625,-4.8984375,-8.8828125,-11.125,-8.984375
463,-9.609375,-8.125,-6.58203125,-8.015625,-10.21875,-9.7890625,-5.67578125,-9.265625,-11.1953125,-9.1328125
464,-7.55859375,-6.36328125,-5.58203125,-6.05859375,-9.6953125,-9.4609375,-4.39453125,-8.84375,-10.75,-8.796875
465,-9.6875,-8.59375,-6.65234375,-8.53125,-10.7890625,-10.390625,-4.91796875,-9.5546875,-12.046875,-9.2578125
466,-8.9296875,-7.671875,-5.9921875,-7.1953125,-10.390625,-9.1171875,-4.765625,-8.8046875,-11.2734375,-8.9609375
467,-10.359375,-8.484375,-6.90234375,-8.2890625,-10.984375,-10.1328125,-5.43359375,-9.6796875,-12.1640625,-9.1015625
468,-9.3984375,-8.234375,-6.1953125,-7.7578125,-10.3984375,-10.1953125,-5.046875,-9.890625,-11.375,-8.8828125
469,-9.734375,-8.421875,-6.5703125,-8.2109375,-11.015625,-10.1640625,-5.453125,-9.90625,-11.890625,-9.0859375
470,-9.765625,-8.5546875,-6.91796875,-8.1171875,-10.1171875,-10.5078125,-4.26953125,-9.640625,-11.9140625,-8.953125
471,-10.171875,-8.8671875,-6.921875,-8.328125,-10.9921875,-10.5234375,-5.2421875,-9.3515625,-11.484375,-8.7890625
472,-9.40625,-7.4609375,-6.25,-7.3984375,-9.6328125,-10.234375,-4.640625,-8.7578125,-10.84375,-8.453125
473,-10.0078125,-8.078125,-7.0390625,-7.4140625,-9.890625,-9.734375,-5.3984375,-9.109375,-11.046875,-8.7421875
474,-8.921875,-7.5703125,-6.765625,-6.9140625,-10.3515625,-9.734375,-4.1875,-9.46875,-10.6953125,-8.9921875
475,-9.65625,-8.390625,-7.234375,-8.09375,-9.953125,-10.25,-5.2890625,-10.5234375,-12.0078125,-9.5234375
476,-9.828125,-8.4453125,-6.98828125,-6.37890625,-11.0859375,-9.953125,-5.36328125,-9.6015625,-12.046875,-8.453125
477,-11.140625,-8.8046875,-7.69140625,-7.84765625,-11.25,-9.9609375,-5.47265625,-9.671875,-11.8515625,-9.3046875
478,-9.4296875,-8.203125,-7.04296875,-7.16796875,-9.890625,-9.8046875,-5.43359375,-10.4921875,-10.6015625,-8.4609375
479,-10.84375,-9.3984375,-7.69140625,-8.546875,-11.328125,-10.5703125,-6.30078125,-10.6484375,-12.1875,-9.1328125
480,-10.21875,-9.1640625,-5.9296875,-8.3203125,-9.59375,-11.5,-5.390625,-10.6640625,-11.359375,-8.8515625
481,-9.0390625,-7.98828125,-6.33984375,-7.96484375,-10.0,-10.0234375,-6.13671875,-10.328125,-10.171875,-7.67578125
482,-9.3515625,-7.07421875,-5.88671875,-8.0859375,-9.421875,-9.4375,-5.62109375,-9.9765625,-9.765625,-7.91796875
483,-10.03125,-8.4296875,-6.30859375,-7.69921875,-9.6796875,-9.9765625,-6.62109375,-10.1171875,-10.2421875,-8.640625
484,-8.625,-6.8671875,-7.015625,-8.7265625,-8.3828125,-8.3984375,-6.6328125,-11.46875,-11.703125,-10.3359375
485,-9.0859375,-7.67578125,-6.31640625,-7.77734375,-10.1796875,-9.671875,-5.73046875,-10.3828125,-10.8125,-8.1171875
486,-9.703125,-8.6171875,-6.30078125,-9.0234375,-11.2265625,-9.609375,-6.69921875,-10.4140625,-11.625,-9.4921875
487,-10.3515625,-7.68359375,-6.84765625,-7.88671875,-11.0078125,-9.6328125,-6.05859375,-10.3984375,-11.515625,-8.3515625
488,-9.0,-6.0546875,-5.2578125,-5.6484375,-9.3984375,-8.6875,-5.6328125,-11.0546875,-9.6015625,-8.3984375
489,-9.984375,-7.5390625,-6.0625,-8.421875,-11.328125,-9.3671875,-6.46875,-10.8515625,-11.078125,-8.609375
490,-8.59375,-7.60546875,-5.49609375,-7.98828125,-8.6015625,-8.421875,-4.78515625,-9.3203125,-10.6484375,-8.765625
491,-9.5390625,-8.0,-5.74609375,-8.265625,-10.7265625,-9.2421875,-5.95703125,-9.953125,-10.6484375,-8.59375
492,-9.8359375,-7.484375,-5.796875,-8.5234375,-10.3515625,-9.6328125,-5.1875,-9.1171875,-10.796875,-8.5390625
493,-9.8671875,-7.63671875,-5.98046875,-8.140625,-10.0390625,-9.0078125,-6.12890625,-9.6328125,-10.5078125,-9.0546875
494,-8.6953125,-6.78125,-5.8515625,-7.765625,-10.3984375,-8.96875,-5.09375,-9.8046875,-10.734375,-9.0625
495,-10.5703125,-8.671875,-6.02734375,-9.4140625,-11.0546875,-9.7421875,-5.76953125,-10.3671875,-11.6796875,-9.84375
496,-9.0859375,-7.3359375,-5.6328125,-7.5078125,-11.0859375,-9.7421875,-5.6796875,-9.5390625,-12.015625,-8.5859375
497,-10.9140625,-8.0234375,-6.80859375,-8.484375,-11.7265625,-9.6015625,-6.23046875,-10.1953125,-12.0078125,-9.0078125
498,-9.15625,-7.7578125,-5.4140625,-7.9921875,-10.359375,-8.6015625,-5.5234375,-10.21875,-10.4921875,-8.328125
499,-9.6875,-7.36328125,-5.10546875,-8.453125,-11.546875,-8.21875,-6.12890625,-10.859375,-11.4765625,-9.3203125
500,-9.484375,-9.0859375,-3.32421875,-8.4609375,-8.4375,-7.51171875,-6.30859375,-10.5234375,-9.65625,-12.15625
501,-8.8515625,-8.0859375,-4.671875,-8.328125,-7.6328125,-6.96875,-5.8671875,-8.140625,-8.484375,-9.609375
502,-10.265625,-7.75390625,-6.23828125,-8.2734375,-8.5390625,-7.81640625,-6.87109375,-9.5703125,-10.7421875,-10.4375
503,-10.4765625,-7.66796875,-5.84765625,-7.68359375,-8.2578125,-7.91015625,-8.1640625,-9.8515625,-9.75,-9.96875
504,-8.9296875,-8.7109375,-6.41015625,-8.890625,-10.71875,-10.4921875,-5.16015625,-8.65625,-11.390625,-9.671875
505,-8.84375,-7.37890625,-4.77734375,-7.22265625,-8.921875,-7.20703125,-6.02734375,-9.1171875,-8.9140625,-10.0859375
506,-9.4375,-7.69921875,-5.89453125,-8.3125,-10.65625,-8.3125,-6.57421875,-10.0,-10.9140625,-10.21875
507,-10.640625,-7.97265625,-6.63671875,-8.3359375,-11.359375,-9.109375,-6.51953125,-9.8515625,-10.9765625,-9.9296875
508,-8.8359375,-6.8125,-5.4765625,-7.28125,-9.015625,-8.3828125,-7.125,-9.9140625,-8.8984375,-10.015625
509,-9.5703125,-8.03125,-6.03125,-8.3046875,-10.6953125,-8.6328125,-7.34375,-11.25,-10.5078125,-10.53125
510,-9.0,-8.9609375,-5.39453125,-8.8203125,-9.0859375,-9.1953125,-6.56640625,-10.140625,-9.7578125,-9.734375
511,-7.63671875,-7.43359375,-5.23046875,-8.3515625,-8.9765625,-7.96484375,-6.02734375,-8.984375,-9.375,-10.2109375
512,-10.234375,-5.1484375,-4.4296875,-9.3046875,-9.7890625,-9.4296875,-8.3984375,-8.4375,-9.453125,-9.8515625
513,-11.125,-8.8359375,-6.40625,-8.390625,-10.0390625,-9.34375,-8.125,-9.5078125,-10.4921875,-10.484375
514,-9.0,-7.36328125,-5.71484375,-7.94921875,-9.9140625,-8.2109375,-5.82421875,-9.9375,-9.9140625,-10.2734375
515,-9.1875,-7.30859375,-4.87109375,-8.15625,-9.03125,-7.38671875,-6.48828125,-9.7578125,-9.375,-9.5625
516,-9.328125,-7.54296875,-5.78515625,-7.74609375,-10.671875,-8.4375,-6.01953125,-9.7421875,-10.9453125,-9.84375
517,-10.4375,-7.98046875,-6.41015625,-8.7734375,-10.75,-8.3046875,-6.44921875,-9.9921875,-10.734375,-9.5703125
518,-8.9453125,-7.4453125,-5.8671875,-7.6796875,-10.28125,-8.03125,-6.5859375,-11.109375,-9.46875,-9.84375
519,-10.1484375,-7.6640625,-5.78125,-8.9140625,-10.6875,-7.5,-6.7578125,-10.5546875,-10.5234375,-9.328125
520,-9.84375,-6.16796875,-2.88671875,-7.62890625,-8.7890625,-7.13671875,-6.62109375,-10.875,-9.2265625,-9.765625
521,-9.328125,-6.109375,-5.3984375,-8.296875,-9.0078125,-7.1875,-6.078125,-9.3125,-9.0,-8.5703125
522,-10.3046875,-6.8046875,-5.6875,-8.6015625,-9.953125,-7.734375,-5.6171875,-9.71875,-9.1015625,-9.6015625
523,-10.2109375,-7.828125,-6.3359375,-8.359375,-9.6640625,-8.3359375,-6.6640625,-9.3359375,-9.7109375,-9.5859375
524,-8.953125,-7.21875,-6.0859375,-7.8125,-9.421875,-8.7265625,-5.6484375,-9.34375,-9.7421875,-9.921875
525,-8.734375,-6.19140625,-5.48046875,-8.15625,-8.2109375,-6.88671875,-5.37109375,-8.9453125,-9.1171875,-9.390625
526,-9.96875,-8.046875,-6.23046875,-8.6328125,-10.6484375,-8.7109375,-6.39453125,-9.8984375,-10.296875,-10.21875
527,-10.6875,-8.5546875,-6.234375,-8.90625,-10.9453125,-8.6796875,-6.515625,-9.765625,-10.546875,-9.9453125
528,-7.9296875,-3.3828125,-6.6328125,-8.1875,-10.59375,-9.1484375,-4.9921875,-10.15625,-10.4296875,-9.78125
529,-10.4296875,-9.234375,-5.8515625,-10.171875,-10.9453125,-8.515625,-7.125,-9.515625,-10.9609375,-9.90625
530,-10.375,-8.5625,-6.2421875,-8.421875,-9.25,-9.3125,-6.3125,-10.03125,-9.90625,-10.65625
531,-9.4609375,-8.6015625,-5.9140625,-7.125,-9.90625,-8.90625,-6.5546875,-8.9921875,-9.828125,-9.53125
532,-10.21875,-7.75390625,-6.33984375,-8.1875,-9.9609375,-9.1015625,-6.35546875,-9.296875,-10.0625,-10.171875
533,-10.5859375,-8.59375,-6.21875,-7.921875,-10.1484375,-8.9609375,-7.3515625,-9.8359375,-10.3125,-10.8203125
534,-9.671875,-8.6015625,-6.64453125,-8.5,-10.59375,-9.609375,-6.07421875,-9.8828125,-10.609375,-10.7109375
535,-10.125,-8.2734375,-6.28515625,-8.328125,-10.3828125,-9.15625,-6.62109375,-10.234375,-10.703125,-10.734375
536,-9.71875,-7.625,-6.25,-7.515625,-10.90625,-8.921875,-6.3515625,-9.75,-10.921875,-10.265625
537,-11.046875,-8.9296875,-6.9375,-8.984375,-11.28125,-9.3203125,-6.640625,-10.09375,-11.2734375,-10.4609375
538,-9.2734375,-9.7578125,-6.37890625,-9.828125,-10.4375,-7.99609375,-7.81640625,-9.3046875,-10.703125,-9.9375
539,-9.8203125,-7.6015625,-6.0078125,-7.890625,-10.546875,-8.0390625,-6.6640625,-9.9765625,-11.046875,-10.359375
540,-10.359375,-8.296875,-6.3828125,-9.5390625,-10.15625,-10.9375,-4.609375,-11.2890625,-11.3984375,-10.7109375
541,-9.734375,-7.6484375,-6.3046875,-8.953125,-10.625,-9.0859375,-6.4140625,-10.6796875,-10.25,-10.046875
542,-9.171875,-6.734375,-6.1875,-8.734375,-9.8046875,-8.8984375,-5.578125,-10.296875,-10.0859375,-10.1875
543,-9.859375,-8.0859375,-6.20703125,-8.4296875,-10.21875,-8.90625,-6.57421875,-10.28125,-10.1328125,-10.171875
544,-7.08984375,-6.77734375,-5.69140625,-6.56640625,-9.8359375,-9.859375,-5.01171875,-9.8671875,-10.4296875,-10.1640625
545,-9.109375,-7.203125,-5.78125,-8.1171875,-10.15625,-8.6875,-5.8203125,-10.734375,-10.390625,-10.6015625
546,-9.6640625,-8.15625,-6.640625,-8.7890625,-11.390625,-9.171875,-5.8515625,-10.59375,-11.4140625,-10.390625
547,-9.9765625,-8.0546875,-6.81640625,-8.6875,-11.1328125,-9.4375,-6.00390625,-10.453125,-11.21875,-10.25
548,-8.4921875,-7.46484375,-6.15234375,-7.62890625,-10.09375,-9.1171875,-6.05078125,-11.125,-10.375,-10.015625
549,-9.7578125,-8.265625,-6.39453125,-8.8359375,-11.6328125,-8.9921875,-6.28515625,-11.0546875,-11.09375,-10.5625
550,-8.578125,-7.55859375,-5.11328125,-8.1171875,-9.2421875,-8.515625,-5.15234375,-10.0390625,-10.21875,-10.4375
551,-8.765625,-7.7109375,-4.2734375,-7.625,-10.296875,-7.8203125,-6.3359375,-9.75,-10.03125,-9.75
552,-9.234375,-7.140625,-4.703125,-7.734375,-9.7578125,-8.2890625,-5.609375,-9.140625,-9.5703125,-9.5625
553,-9.7265625,-8.0703125,-5.828125,-7.984375,-10.3671875,-8.5,-6.7109375,-9.421875,-10.3984375,-10.015625
554,-8.3046875,-7.48828125,-5.83984375,-7.81640625,-10.421875,-8.9375,-5.44140625,-9.8359375,-10.46875,-10.375
555,-8.1796875,-7.7421875,-4.765625,-6.8046875,-9.2890625,-7.3984375,-5.5703125,-10.2109375,-9.578125,-11.7109375
556,-8.71875,-8.109375,-5.73046875,-7.38671875,-10.8828125,-8.6640625,-5.81640625,-9.6015625,-11.234375,-10.796875
557,-10.1796875,-8.59375,-6.625,-8.96875,-11.671875,-9.234375,-6.1015625,-10.203125,-11.6875,-10.3515625
558,-9.0390625,-8.1875,-5.83203125,-7.76171875,-10.7734375,-8.140625,-5.98828125,-10.7890625,-10.2890625,-10.0625
559,-9.2421875,-8.25,-6.0390625,-8.1484375,-11.25,-8.4765625,-6.34375,-10.65625,-11.1015625,-10.1796875
560,-8.390625,-7.62890625,-5.23828125,-7.11328125,-10.359375,-9.34375,-5.42578125,-9.5,-11.796875,-10.1171875
561,-9.6328125,-9.03125,-6.578125,-8.7109375,-11.125,-9.796875,-6.7265625,-9.8984375,-11.6640625,-9.9765625
562,-9.28125,-7.15625,-6.1796875,-8.3671875,-10.0546875,-8.453125,-6.390625,-9.7734375,-10.71875,-10.2109375
563,-9.875,-8.1640625,-6.25390625,-8.0234375,-10.5625,-8.90625,-7.27734375,-9.96875,-10.8828125,-10.3984375
564,-8.6640625,-7.6328125,-5.671875,-7.546875,-10.6015625,-9.09375,-5.734375,-9.8515625,-11.328125,-10.375
565,-9.234375,-7.79296875,-5.69921875,-7.72265625,-10.7890625,-8.59375,-6.40234375,-10.3671875,-11.25,-10.671875
566,-9.3515625,-8.140625,-5.78125,-7.7734375,-10.9375,-8.46875,-6.203125,-10.1953125,-11.5546875,-10.875
567,-10.546875,-8.4375,-6.46875,-7.9765625,-11.125,-8.6796875,-6.40625,-10.0,-11.6484375,-10.25
568,-8.8125,-7.87109375,-5.56640625,-7.12890625,-10.671875,-8.9140625,-6.66796875,-10.484375,-10.796875,-9.875
569,-9.390625,-8.109375,-6.0546875,-8.2421875,-11.5546875,-8.8359375,-6.5546875,-10.625,-11.4765625,-10.5234375
570,-9.8359375,-8.7421875,-6.44921875,-8.4765625,-9.96875,-9.6015625,-5.08203125,-9.8828125,-11.2578125,-10.2734375
571,-9.109375,-7.80859375,-6.25390625,-7.70703125,-10.5859375,-8.609375,-5.50390625,-9.265625,-10.453125,-9.2109375
572,-9.34375,-7.58203125,-6.32421875,-8.390625,-9.8046875,-8.9453125,-5.50390625,-9.4765625,-10.7734375,-9.828125
573,-10.375,-8.8671875,-6.72265625,-8.375,-10.609375,-9.28125,-6.39453125,-9.6953125,-10.9609375,-10.0546875
574,-8.8984375,-7.89453125,-6.49609375,-8.6796875,-9.890625,-8.921875,-5.33203125,-9.7578125,-10.8125,-10.1953125
575,-9.0,-8.1015625,-6.18359375,-7.66015625,-9.84375,-8.375,-5.90234375,-9.9609375,-11.640625,-10.359375
576,-9.515625,-9.4921875,-6.2421875,-8.4296875,-11.7578125,-9.8671875,-6.546875,-10.0,-13.625,-10.3359375
577,-9.9453125,-8.4765625,-7.00390625,-8.640625,-10.8828125,-8.8671875,-6.29296875,-9.984375,-11.6328125,-10.1328125
578,-8.921875,-8.1640625,-6.38671875,-7.89453125,-10.1015625,-8.6875,-6.26171875,-10.625,-10.5625,-9.59375
579,-10.1796875,-8.8359375,-6.70703125,-9.0390625,-11.8671875,-8.828125,-6.51953125,-10.65625,-11.7578125,-9.8984375
580,-8.9140625,-8.8203125,-5.74609375,-7.81640625,-9.65625,-9.0234375,-6.15234375,-10.90625,-10.203125,-9.546875
581,-9.03125,-8.7890625,-6.27734375,-8.8515625,-11.265625,-8.9375,-6.89453125,-10.640625,-10.46875,-9.15625
582,-9.296875,-8.203125,-5.83984375,-8.7578125,-10.4375,-8.3203125,-5.96484375,-10.296875,-10.078125,-9.4609375
583,-9.140625,-8.4375,-6.48828125,-8.0390625,-10.671875,-8.65625,-7.18359375,-10.5078125,-10.5546875,-9.5703125
584,-7.47265625,-7.62109375,-6.01171875,-7.32421875,-10.5234375,-9.2734375,-5.91796875,-10.2109375,-10.9140625,-9.4921875
585,-9.234375,-8.6875,-6.0546875,-8.21875,-11.03125,-8.7890625,-6.234375,-11.078125,-10.890625,-10.21875
586,-8.8125,-8.25,-6.13671875,-7.80078125,-11.21875,-8.203125,-6.42578125,-10.4609375,-11.40625,-9.78125
587,-9.578125,-8.7265625,-6.8359375,-8.4609375,-11.7265625,-8.71875,-6.5078125,-10.484375,-11.5859375,-9.5859375
588,-8.3515625,-7.3203125,-5.0,-6.7890625,-10.2578125,-7.4609375,-6.6640625,-11.078125,-9.875,-9.1484375
589,-9.1171875,-8.0625,-6.40625,-8.5078125,-12.046875,-8.2109375,-6.984375,-11.4765625,-11.546875,-9.8046875
590,-9.0703125,-8.15625,-6.08984375,-9.296875,-10.6484375,-8.4453125,-5.90234375,-10.8359375,-12.0078125,-10.40625
591,-9.703125,-8.421875,-6.0546875,-9.34375,-11.78125,-8.5078125,-6.734375,-10.28125,-11.4375,-9.9296875
592,-9.125,-6.9453125,-5.6640625,-8.2890625,-10.21875,-8.1953125,-6.09375,-9.2265625,-11.140625,-9.46875
593,-9.7734375,-8.296875,-6.53125,-8.859375,-11.3125,-8.4921875,-7.171875,-10.1875,-11.5,-10.0859375
594,-9.1328125,-8.2890625,-6.4453125,-9.6953125,-11.6328125,-8.6484375,-5.265625,-10.3828125,-12.3359375,-10.40625
595,-9.3203125,-7.7421875,-5.984375,-8.828125,-11.2734375,-8.140625,-6.3046875,-10.59375,-11.953125,-10.3671875
596,-9.1171875,-7.71484375,-5.88671875,-8.5,-11.625,-7.93359375,-6.26953125,-10.234375,-12.4296875,-10.2578125
597,-10.2578125,-8.390625,-6.48046875,-9.21875,-12.3046875,-8.3671875,-6.26953125,-10.25,-12.1484375,-9.890625
598,-8.765625,-7.74609375,-5.88671875,-8.671875,-11.0703125,-7.91796875,-6.44921875,-11.140625,-11.4296875,-9.8046875
599,-9.4375,-7.30078125,-5.55859375,-8.5078125,-11.8828125,-7.83984375,-6.73046875,-11.7109375,-12.5234375,-10.5859375
600,-9.6015625,-11.40625,-4.95703125,-9.96875,-10.3125,-10.140625,-5.30078125,-9.9453125,-11.34375,-11.171875
601,-10.1640625,-9.828125,-6.51171875,-10.2109375,-10.4375,-9.9140625,-6.73828125,-9.765625,-10.578125,-9.1953125
602,-9.9296875,-8.765625,-6.4140625,-8.8046875,-8.75,-9.6015625,-5.734375,-9.359375,-8.9140625,-9.9375
603,-10.953125,-9.5859375,-6.36328125,-8.59375,-9.890625,-9.9453125,-7.80078125,-9.765625,-8.890625,-9.6484375
604,-8.890625,-7.890625,-5.8671875,-7.6953125,-9.375,-9.6171875,-5.65625,-9.7109375,-9.53125,-8.8671875
605,-9.7890625,-9.578125,-6.28515625,-9.6640625,-9.265625,-9.25,-6.80078125,-10.9140625,-10.2265625,-10.09375
606,-9.90625,-10.484375,-5.390625,-7.765625,-10.0234375,-8.84375,-6.09375,-8.7265625,-11.359375,-9.7734375
607,-10.6015625,-8.7890625,-6.24609375,-8.6171875,-11.375,-9.4453125,-6.56640625,-10.296875,-10.484375,-9.578125
608,-9.46875,-8.3046875,-5.4609375,-8.296875,-9.9140625,-9.875,-6.8515625,-10.734375,-9.453125,-9.0390625
609,-9.9453125,-8.3984375,-6.4375,-9.015625,-11.0,-8.96875,-6.7265625,-10.625,-10.46875,-9.6875
610,-8.34375,-9.109375,-6.48828125,-7.72265625,-9.1328125,-9.4296875,-5.09765625,-9.171875,-10.078125,-9.2578125
611,-7.21875,-8.546875,-5.59375,-7.3671875,-10.3515625,-8.4765625,-5.34375,-9.0,-9.7734375,-8.8515625
612,-9.4375,-10.375,-6.46484375,-8.5078125,-10.5859375,-9.734375,-6.05078125,-9.3671875,-10.5703125,-10.1171875
613,-8.1953125,-7.87890625,-5.02734375,-6.43359375,-8.3671875,-7.70703125,-5.20703125,-7.73046875,-8.5703125,-8.4765625
614,-8.5859375,-8.1015625,-6.1328125,-7.7734375,-9.984375,-8.7734375,-5.515625,-9.0390625,-10.3359375,-9.140625
615,-8.828125,-9.0078125,-6.12890625,-8.046875,-9.0859375,-9.0,-5.24609375,-9.1796875,-10.1015625,-9.6328125
616,-10.59375,-10.84375,-6.9453125,-8.3046875,-9.8671875,-10.8984375,-7.140625,-8.3828125,-11.734375,-10.578125
617,-10.71875,-8.6953125,-6.40625,-8.3515625,-9.5234375,-8.421875,-6.46875,-9.875,-10.4921875,-9.546875
618,-9.0625,-8.375,-4.7421875,-7.8828125,-9.921875,-8.2265625,-5.484375,-10.171875,-9.9609375,-8.4296875
